ID,Label
output-000000420.jpg,965 410 1231 638 type-3 89 518 402 620 type-3
output-000000612.jpg,862 556 906 604 type-0 1165 408 1219 467 type-2 84 515 355 603 type-3
output-000000004.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 87 506 383 636 type-3
output-000000024.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000190.jpg,346 400 391 456 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000242.jpg,745 577 790 640 type-0 362 391 405 445 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000391.jpg,250 395 310 450 type-2 868 415 1225 638 type-3 1191 397 1279 603 type-3 89 518 402 620 type-3
output-000000143.jpg,734 401 772 456 type-2 462 434 694 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000319.jpg,690 410 758 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000439.jpg,1135 386 1279 638 type-3 89 518 402 620 type-3
output-000000117.jpg,719 569 807 631 type-0 436 434 694 670 type-3 868 415 1225 638 type-3 702 447 998 571 type-3 99 518 352 614 type-3
output-000000711.jpg,88 507 346 605 type-3
output-000000625.jpg,8 467 61 521 type-2 84 515 355 603 type-3
output-000000658.jpg,749 430 803 498 type-2 84 515 355 603 type-3
output-000000546.jpg,72 492 370 608 type-3
output-000000201.jpg,756 406 795 457 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000069.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 588 403 915 544 type-3 72 499 354 615 type-3
output-000000577.jpg,98 503 361 603 type-3
output-000000641.jpg,403 444 461 513 type-2 84 515 355 603 type-3
output-000000557.jpg,839 549 929 611 type-0 72 492 370 608 type-3
output-000000073.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 227 391 545 544 type-3 66 495 357 613 type-3
output-000000041.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 2 443 269 626 type-3
output-000000477.jpg,867 534 914 595 type-0 96 508 381 605 type-3
output-000000450.jpg,614 589 680 623 type-0 547 569 639 606 type-1 758 593 800 625 type-4
output-000000630.jpg,138 449 185 522 type-2 84 515 355 603 type-3
output-000000178.jpg,573 573 625 616 type-0 636 576 678 626 type-0 756 421 1247 574 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000362.jpg,633 391 702 454 type-2 868 415 1225 638 type-3 0 432 632 625 type-3
output-000000586.jpg,98 503 361 603 type-3
output-000000660.jpg,84 515 355 603 type-3
output-000000548.jpg,929 521 987 600 type-0 72 492 370 608 type-3
output-000000642.jpg,427 444 492 513 type-2 84 515 355 603 type-3
output-000000236.jpg,550 386 607 445 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000246.jpg,621 578 683 622 type-0 493 495 636 557 type-1 245 395 285 445 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000252.jpg,39 389 87 445 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000421.jpg,965 410 1231 638 type-3 89 518 402 620 type-3
output-000000747.jpg,647 570 727 608 type-0 1059 383 1100 445 type-2 88 507 346 605 type-3
output-000000724.jpg,332 387 377 445 type-2 88 507 346 605 type-3 852 567 899 602 type-4
output-000000251.jpg,1189 504 1279 548 type-1 74 387 115 445 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000064.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 989 383 1279 572 type-3 85 504 344 612 type-3
output-000000730.jpg,494 385 544 444 type-2 88 507 346 605 type-3
output-000000372.jpg,453 394 505 454 type-2 868 415 1225 638 type-3 306 429 503 625 type-3 89 527 318 613 type-3
output-000000053.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1089 415 1279 587 type-3 83 505 359 635 type-3
output-000000530.jpg,260 425 317 490 type-2 96 508 381 605 type-3 918 545 965 586 type-4
output-000000523.jpg,611 423 671 489 type-2 96 508 381 605 type-3 975 548 1053 598 type-4 1229 447 1275 498 type-4
output-000000401.jpg,141 390 193 450 type-2 889 419 1189 638 type-3 89 518 402 620 type-3 1159 421 1279 536 type-3
output-000000680.jpg,1157 412 1224 487 type-2 84 515 355 603 type-3
output-000000513.jpg,96 508 381 605 type-3 1036 554 1090 616 type-4 1166 421 1205 487 type-4 1073 419 1123 476 type-4
output-000000550.jpg,998 531 1048 600 type-0 72 492 370 608 type-3
output-000000595.jpg,869 569 921 618 type-0 392 414 439 464 type-2 98 503 361 603 type-3
output-000000026.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000330.jpg,723 408 775 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000476.jpg,867 534 914 595 type-0 96 508 381 605 type-3
output-000000183.jpg,658 559 717 608 type-0 116 402 162 456 type-2 324 401 755 554 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000285.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000448.jpg,89 518 402 620 type-3 853 573 900 608 type-4 965 580 1012 616 type-4
output-000000300.jpg,708 578 838 628 type-1 856 420 918 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000368.jpg,520 400 573 454 type-2 868 415 1225 638 type-3 133 443 579 625 type-3
output-000000100.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1142 468 1259 607 type-3 86 517 334 604 type-3
output-000000385.jpg,309 392 364 451 type-2 868 415 1225 638 type-3 627 429 934 626 type-3 89 518 402 620 type-3
output-000000179.jpg,523 581 581 620 type-0 682 589 737 624 type-0 672 425 969 574 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000446.jpg,89 518 402 620 type-3
output-000000313.jpg,627 417 686 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000255.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000471.jpg,84 500 377 612 type-3 915 573 981 606 type-4
output-000000493.jpg,96 508 381 605 type-3 822 407 1266 555 type-3
output-000000306.jpg,708 424 768 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000031.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000455.jpg,891 562 928 608 type-0 502 591 562 631 type-1 945 561 983 597 type-1
output-000000690.jpg,84 515 355 603 type-3
output-000000495.jpg,96 508 381 605 type-3 682 378 1141 555 type-3
output-000000717.jpg,105 389 154 445 type-2 88 507 346 605 type-3 497 589 538 620 type-4
output-000000035.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000380.jpg,357 400 411 451 type-2 868 415 1225 638 type-3 242 419 795 625 type-3 89 517 228 613 type-3
output-000000065.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 915 379 1255 572 type-3 78 520 361 618 type-3
output-000000366.jpg,565 399 617 454 type-2 868 415 1225 638 type-3 23 437 654 625 type-3
output-000000607.jpg,929 414 984 466 type-2 84 515 355 603 type-3
output-000000645.jpg,474 436 549 513 type-2 84 515 355 603 type-3
output-000000032.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000464.jpg,489 594 532 623 type-0 638 580 682 610 type-0 994 566 1043 600 type-0 83 515 367 615 type-3
output-000000367.jpg,539 397 594 454 type-2 868 415 1225 638 type-3 80 435 655 625 type-3
output-000000277.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000375.jpg,409 385 470 454 type-2 868 415 1225 638 type-3 232 432 643 625 type-3 89 526 230 613 type-3
output-000000066.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 820 419 1204 572 type-3 92 503 373 620 type-3
output-000000315.jpg,655 407 715 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000390.jpg,250 395 310 450 type-2 868 415 1225 638 type-3 1097 405 1279 603 type-3 89 518 402 620 type-3
output-000000230.jpg,757 399 807 445 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000243.jpg,65 499 192 557 type-1 325 393 377 445 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000158.jpg,666 432 918 617 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000282.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000040.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1 441 225 626 type-3 180 516 386 627 type-3
output-000000654.jpg,666 434 721 498 type-2 84 515 355 603 type-3
output-000000361.jpg,633 391 702 454 type-2 868 415 1225 638 type-3 0 432 605 625 type-3
output-000000449.jpg,515 589 603 626 type-0 89 518 402 620 type-3 820 582 854 609 type-4 873 589 903 622 type-4
output-000000267.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000160.jpg,702 420 959 616 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000193.jpg,463 402 510 456 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000344.jpg,743 402 799 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000222.jpg,998 388 1047 437 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000518.jpg,96 508 381 605 type-3 1077 554 1119 598 type-4 1172 453 1206 483 type-4
output-000000597.jpg,946 560 995 618 type-0 488 420 546 464 type-2 98 503 361 603 type-3
output-000000137.jpg,495 400 537 446 type-2 436 434 694 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000633.jpg,218 445 269 522 type-2 84 515 355 603 type-3
output-000000141.jpg,648 405 686 455 type-2 436 434 694 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000297.jpg,942 419 998 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000245.jpg,675 575 718 623 type-0 357 495 489 557 type-1 271 399 313 445 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000272.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000071.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 412 396 753 544 type-3 86 508 351 614 type-3
output-000000232.jpg,701 392 746 445 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000490.jpg,523 537 580 615 type-0 96 508 381 605 type-3 959 412 1280 555 type-3
output-000000406.jpg,98 393 153 450 type-2 889 419 1189 638 type-3 89 518 402 620 type-3 825 405 1175 512 type-3
output-000000025.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000256.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000274.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000415.jpg,889 419 1189 638 type-3 89 518 402 620 type-3 0 386 274 504 type-3
output-000000653.jpg,643 430 706 498 type-2 84 515 355 603 type-3
output-000000566.jpg,873 552 927 591 type-0 73 505 390 605 type-3
output-000000447.jpg,89 518 402 620 type-3
output-000000340.jpg,743 402 799 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000422.jpg,1002 398 1264 638 type-3 89 518 402 620 type-3
output-000000569.jpg,98 503 361 603 type-3
output-000000307.jpg,687 414 743 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000010.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 98 514 380 629 type-3
output-000000428.jpg,1029 384 1280 638 type-3 89 518 402 620 type-3
output-000000318.jpg,690 410 758 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000662.jpg,84 515 355 603 type-3
output-000000157.jpg,622 427 862 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000570.jpg,98 503 361 603 type-3
output-000000469.jpg,793 545 873 588 type-1 90 500 376 607 type-3 559 607 640 635 type-4
output-000000694.jpg,84 515 355 603 type-3
output-000000691.jpg,84 515 355 603 type-3
output-000000466.jpg,553 582 604 623 type-0 993 544 1035 597 type-0 96 495 360 608 type-3
output-000000531.jpg,195 436 255 501 type-2 96 508 381 605 type-3 904 542 964 586 type-4 505 598 560 630 type-4
output-000000301.jpg,627 585 763 640 type-1 830 419 892 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000505.jpg,96 508 381 605 type-3 44 364 426 517 type-3 989 574 1022 616 type-4
output-000000678.jpg,470 577 556 628 type-1 1135 414 1194 486 type-2 84 515 355 603 type-3
output-000000665.jpg,876 428 935 486 type-2 84 515 355 603 type-3
output-000000615.jpg,84 515 355 603 type-3
output-000000478.jpg,867 534 914 595 type-0 96 508 381 605 type-3
output-000000470.jpg,77 509 366 613 type-3
output-000000748.jpg,591 566 677 619 type-0 1088 374 1139 445 type-2 88 507 346 605 type-3
output-000000627.jpg,78 455 133 522 type-2 84 515 355 603 type-3
output-000000700.jpg,657 575 718 623 type-0 88 507 346 605 type-3
output-000000591.jpg,678 578 735 631 type-0 211 409 257 464 type-2 98 503 361 603 type-3
output-000000409.jpg,90 394 133 450 type-2 889 419 1189 638 type-3 89 518 402 620 type-3 538 389 891 511 type-3
output-000000684.jpg,84 515 355 603 type-3
output-000000020.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 78 499 358 633 type-3
output-000000264.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000080.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 82 506 342 612 type-3
output-000000575.jpg,98 503 361 603 type-3
output-000000342.jpg,743 402 799 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000649.jpg,578 438 639 498 type-2 84 515 355 603 type-3
output-000000644.jpg,473 438 531 512 type-2 84 515 355 603 type-3
output-000000572.jpg,98 503 361 603 type-3
output-000000443.jpg,1195 382 1279 638 type-3 89 518 402 620 type-3
output-000000671.jpg,866 554 935 593 type-1 1009 412 1064 486 type-2 84 515 355 603 type-3
output-000000091.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 40 474 497 607 type-3
output-000000181.jpg,524 583 575 615 type-0 46 407 94 456 type-2 442 418 864 574 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000102.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1141 467 1279 607 type-3 74 506 368 624 type-3
output-000000327.jpg,723 408 775 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000703.jpg,88 507 346 605 type-3
output-000000356.jpg,679 397 732 454 type-2 868 415 1225 638 type-3 84 537 359 610 type-3 0 429 278 625 type-3
output-000000405.jpg,115 390 153 450 type-2 889 419 1189 638 type-3 89 518 402 620 type-3 904 422 1278 526 type-3
output-000000364.jpg,581 399 633 454 type-2 868 415 1225 638 type-3 0 434 654 625 type-3
output-000000494.jpg,96 508 381 605 type-3 756 394 1207 555 type-3
output-000000387.jpg,296 390 349 450 type-2 868 415 1225 638 type-3 825 439 1243 603 type-3 89 518 402 620 type-3
output-000000284.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000260.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000426.jpg,1029 384 1280 638 type-3 89 518 402 620 type-3
output-000000239.jpg,455 391 513 446 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000404.jpg,141 390 193 450 type-2 889 419 1189 638 type-3 89 518 402 620 type-3 1083 419 1280 536 type-3
output-000000677.jpg,470 577 556 628 type-1 1135 414 1194 486 type-2 84 515 355 603 type-3
output-000000099.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 849 472 967 607 type-3 94 516 350 605 type-3
output-000000279.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000746.jpg,701 558 752 608 type-0 1027 385 1075 445 type-2 88 507 346 605 type-3
output-000000266.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000003.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 92 509 377 643 type-3
output-000000714.jpg,88 507 346 605 type-3 857 562 906 598 type-4
output-000000508.jpg,96 508 381 605 type-3 0 374 251 517 type-3 1036 554 1090 616 type-4
output-000000539.jpg,75 497 364 606 type-3 1018 548 1058 587 type-4 898 518 958 552 type-4
output-000000269.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000299.jpg,784 575 897 628 type-1 889 418 942 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000152.jpg,1100 410 1137 452 type-2 563 429 797 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000217.jpg,1165 391 1221 446 type-2 686 536 742 616 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000444.jpg,1195 382 1279 638 type-3 89 518 402 620 type-3
output-000000593.jpg,304 413 342 464 type-2 98 503 361 603 type-3
output-000000322.jpg,723 408 775 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000520.jpg,96 508 381 605 type-3 1020 554 1076 599 type-4 1192 451 1242 498 type-4
output-000000596.jpg,912 569 968 618 type-0 434 411 493 463 type-2 98 503 361 603 type-3
output-000000451.jpg,682 587 739 620 type-0 645 570 738 605 type-1 607 601 640 630 type-4 649 605 680 636 type-4
output-000000602.jpg,672 570 710 627 type-0 733 596 780 639 type-0 745 415 788 464 type-2 98 503 361 603 type-3
output-000000522.jpg,671 425 719 490 type-2 96 508 381 605 type-3 995 551 1053 599 type-4 1211 447 1270 498 type-4
output-000000540.jpg,72 492 370 608 type-3
output-000000497.jpg,96 508 381 605 type-3 550 372 987 530 type-3
output-000000310.jpg,655 418 706 466 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000454.jpg,798 581 874 618 type-0 842 560 924 600 type-1
output-000000655.jpg,691 430 748 498 type-2 84 515 355 603 type-3
output-000000667.jpg,913 426 970 487 type-2 84 515 355 603 type-3
output-000000603.jpg,672 570 710 627 type-0 733 596 780 639 type-0 745 415 788 464 type-2 98 503 361 603 type-3
output-000000414.jpg,889 419 1189 638 type-3 89 518 402 620 type-3 60 390 385 504 type-3
output-000000441.jpg,1135 386 1279 638 type-3 89 518 402 620 type-3
output-000000687.jpg,84 515 355 603 type-3
output-000000738.jpg,763 389 798 443 type-2 88 507 346 605 type-3
output-000000104.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1235 465 1279 608 type-3 93 512 354 606 type-3
output-000000502.jpg,96 508 381 605 type-3 191 354 584 530 type-3
output-000000196.jpg,569 398 625 457 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000599.jpg,955 553 1027 601 type-0 512 581 554 636 type-0 581 598 622 639 type-0 579 411 632 464 type-2 98 503 361 603 type-3
output-000000563.jpg,498 592 549 631 type-0 615 571 658 621 type-0 1054 577 1107 628 type-0 72 492 370 608 type-3
output-000000075.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 40 397 352 521 type-3 92 523 358 610 type-3
output-000000679.jpg,1157 412 1224 487 type-2 84 515 355 603 type-3
output-000000007.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 81 511 387 637 type-3
output-000000479.jpg,867 534 914 595 type-0 96 508 381 605 type-3
output-000000369.jpg,497 400 549 454 type-2 868 415 1225 638 type-3 202 442 545 625 type-3 89 530 230 613 type-3
output-000000027.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000128.jpg,161 397 203 446 type-2 436 434 694 670 type-3 868 415 1225 638 type-3 1 448 222 543 type-3 84 511 353 609 type-3
output-000000501.jpg,96 508 381 605 type-3 269 360 663 531 type-3 593 605 642 635 type-4
output-000000564.jpg,554 582 617 636 type-0 72 492 370 608 type-3
output-000000528.jpg,376 427 432 490 type-2 96 508 381 605 type-3 948 550 996 586 type-4
output-000000632.jpg,193 449 243 522 type-2 84 515 355 603 type-3
output-000000216.jpg,1200 390 1251 446 type-2 712 536 774 617 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000335.jpg,723 408 775 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000208.jpg,991 397 1027 450 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000381.jpg,357 400 411 451 type-2 868 415 1225 638 type-3 288 440 836 625 type-3 89 519 284 613 type-3
output-000000107.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1235 465 1279 608 type-3 86 502 369 616 type-3
output-000000549.jpg,966 523 1027 600 type-0 72 492 370 608 type-3
output-000000331.jpg,723 408 775 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000345.jpg,743 402 799 467 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000094.jpg,665 603 701 635 type-0 436 434 694 670 type-3 868 415 1225 638 type-3 289 483 844 607 type-3 91 520 301 605 type-3
output-000000192.jpg,429 405 469 456 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000517.jpg,902 418 956 483 type-2 96 508 381 605 type-3 1101 552 1143 598 type-4 1150 452 1189 483 type-4
output-000000130.jpg,236 397 280 446 type-2 436 434 694 670 type-3 868 415 1225 638 type-3 1 445 91 543 type-3 84 511 353 609 type-3
output-000000150.jpg,526 429 797 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000371.jpg,467 397 522 454 type-2 868 415 1225 638 type-3 282 429 490 625 type-3 89 527 318 613 type-3
output-000000153.jpg,1100 410 1137 452 type-2 563 429 797 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000125.jpg,689 536 803 594 type-1 91 401 134 446 type-2 436 434 694 670 type-3 868 415 1225 638 type-3 101 447 389 543 type-3 84 511 353 609 type-3
output-000000063.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1109 389 1279 571 type-3 86 503 347 611 type-3
output-000000499.jpg,96 508 381 605 type-3 419 361 834 531 type-3
output-000000395.jpg,209 398 255 451 type-2 868 415 1225 638 type-3 89 518 402 620 type-3
output-000000750.jpg,489 565 563 628 type-0 1153 377 1213 445 type-2 88 507 346 605 type-3
output-000000199.jpg,684 401 740 456 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000273.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000702.jpg,88 507 346 605 type-3
output-000000044.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 2 429 497 626 type-3
output-000000154.jpg,1139 402 1183 452 type-2 590 431 797 669 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000238.jpg,489 387 546 446 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000112.jpg,878 543 909 590 type-0 436 434 694 670 type-3 868 415 1225 638 type-3 1095 455 1280 571 type-3 91 509 361 607 type-3 753 584 800 626 type-4
output-000000533.jpg,77 430 123 501 type-2 96 508 381 605 type-3 866 555 922 604 type-4
output-000000675.jpg,624 557 703 618 type-1 1092 416 1152 486 type-2 84 515 355 603 type-3
output-000000460.jpg,624 557 694 616 type-0 848 562 896 610 type-0 960 540 1037 592 type-0 91 517 384 618 type-3
output-000000200.jpg,722 403 769 456 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000408.jpg,90 394 133 450 type-2 889 419 1189 638 type-3 89 518 402 620 type-3 632 397 994 512 type-3
output-000000086.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 0 475 318 607 type-3
output-000000534.jpg,13 441 59 500 type-2 96 516 363 605 type-3 852 553 956 610 type-4
output-000000480.jpg,843 539 885 595 type-0 96 508 381 605 type-3
output-000000600.jpg,907 556 964 601 type-0 569 551 606 635 type-0 631 600 684 638 type-0 637 407 690 464 type-2 98 503 361 603 type-3
output-000000021.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 83 498 392 642 type-3
output-000000585.jpg,98 503 361 603 type-3
output-000000436.jpg,1135 386 1279 638 type-3 89 518 402 620 type-3
output-000000105.jpg,436 434 694 670 type-3 868 415 1225 638 type-3 1235 465 1279 608 type-3 89 506 356 615 type-3
output-000000393.jpg,223 398 269 450 type-2 868 415 1225 638 type-3 89 518 402 620 type-3
output-000000618.jpg,84 515 355 603 type-3
output-000000433.jpg,1135 386 1279 638 type-3 89 518 402 620 type-3
output-000000382.jpg,340 397 392 450 type-2 868 415 1225 638 type-3 362 440 887 625 type-3 89 517 351 613 type-3
output-000000147.jpg,504 431 752 670 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000719.jpg,168 391 214 446 type-2 88 507 346 605 type-3
output-000000588.jpg,74 421 126 464 type-2 98 503 361 603 type-3
output-000000308.jpg,669 416 728 466 type-2 868 415 1225 638 type-3 84 537 359 610 type-3
output-000000561.jpg,612 597 661 631 type-0 713 573 756 621 type-0 72 492 370 608 type-3
output-000000606.jpg,879 412 940 466 type-2 84 515 355 603 type-3
output-000000278.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000418.jpg,5 403 38 446 type-2 949 413 1211 638 type-3 89 518 402 620 type-3
output-000000281.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000614.jpg,84 515 355 603 type-3
output-000000737.jpg,719 391 774 444 type-2 88 507 346 605 type-3
output-000000257.jpg,868 415 1225 638 type-3 84 537 359 610 type-3
output-000000218.jpg,1134 394 1178 446 type-2 644 533 711 616 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000374.jpg,424 388 475 454 type-2 868 415 1225 638 type-3 252 440 613 625 type-3 89 522 256 613 type-3
output-000000417.jpg,949 413 1211 638 type-3 89 518 402 620 type-3 0 380 86 504 type-3
output-000000580.jpg,98 503 361 603 type-3
output-000000651.jpg,622 432 681 498 type-2 84 515 355 603 type-3
output-000000171.jpg,1137 429 1279 590 type-3 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000226.jpg,860 384 907 437 type-2 868 415 1225 638 type-3 84 511 353 609 type-3
output-000000486.jpg,652 520 709 615 type-0 96 508 381 605 type-3 1113 410 1279 554 type-3
